"Dim1","Dim2","Dim3","Dim4","Dim5","Val"
"battery_4","new27","p11","2044","bin1",5.58307771245714
"battery_4","new27","p13","2044","bin1",418.419577097581
"battery_4","new27","p14","2044","bin1",0.0164592120152248
"battery_4","new27","p21","2044","bin1",93.6842375
"battery_4","new27","p22","2044","bin1",13.274195
"battery_4","new27","p25","2044","bin1",45.1403034098168
"battery_4","new27","p26","2044","bin1",0.156299870454161
"battery_4","new27","p27","2044","bin1",45.5796195187617
"battery_4","new27","p28","2044","bin1",491.39974101008
"battery_4","new27","p30","2044","bin1",533.286373616394
"battery_4","new27","p34","2044","bin1",420.065420080392
"battery_4","new29","p7","2046","bin1",47.8092857142857
"battery_4","new29","p10","2046","bin1",1786.46984473937
"battery_4","new29","p11","2046","bin1",22.4324730281925
"battery_4","new29","p13","2046","bin1",117.145252290721
"battery_4","new29","p21","2046","bin1",78.3693309082039
"battery_4","new29","p27","2046","bin1",377.993049090451
"battery_4","new29","p28","2046","bin1",432.518619483592
"battery_4","new29","p30","2046","bin1",224.55559082814
"battery_4","new29","p33","2046","bin1",69.4664190656289
"battery_4","new29","p59","2046","bin1",161.709000442407
"battery_4","new31","p1","2048","bin1",10.750690887886
"battery_4","new31","p5","2048","bin1",21.6653872205032
"battery_4","new31","p6","2048","bin1",4.83900948214425
"battery_4","new31","p7","2048","bin1",57.434227097463
"battery_4","new31","p8","2048","bin1",4.02657526699696
"battery_4","new31","p9","2048","bin1",370.350170378822
"battery_4","new31","p10","2048","bin1",4994.65344011678
"battery_4","new31","p12","2048","bin1",438.257759101373
"battery_4","new31","p13","2048","bin1",1055.22185439259
"battery_4","new31","p15","2048","bin1",35.357152194
"battery_4","new31","p21","2048","bin1",85.8033694716763
"battery_4","new31","p25","2048","bin1",463.1787748042
"battery_4","new31","p27","2048","bin1",522.258740265293
"battery_4","new31","p28","2048","bin1",340.983059657081
"battery_4","new31","p29","2048","bin1",66.7008614991113
"battery_4","new31","p30","2048","bin1",169.485681272791
"battery_4","new31","p31","2048","bin1",328.873930536883
"battery_4","new31","p33","2048","bin1",105.07067584122
"battery_4","new31","p34","2048","bin1",199.288718447
"battery_4","new31","p59","2048","bin1",128.457631291454
"battery_4","new33","p1","2050","bin1",8.20904746209624
"battery_4","new33","p5","2050","bin1",88.531234321469
"battery_4","new33","p6","2050","bin1",19.2840227013031
"battery_4","new33","p7","2050","bin1",402.32020205217
"battery_4","new33","p9","2050","bin1",124.318899166136
"battery_4","new33","p10","2050","bin1",4423.93333333333
"battery_4","new33","p11","2050","bin1",44.2992843750602
"battery_4","new33","p12","2050","bin1",987.490523768539
"battery_4","new33","p13","2050","bin1",613.513082152971
"battery_4","new33","p15","2050","bin1",22.2414485748
"battery_4","new33","p21","2050","bin1",202.359668624454
"battery_4","new33","p25","2050","bin1",42.5631568032172
